max,min,wind,wind_d,rain,humidi,cloud,pressure,date
30,24,9,W,16,89,54,1007,11/6/2011
29,24,10,W,83.3,93,62,1006,11/7/2011
30,24,9,WNW,7.9,90,58,1007,11/8/2011
30,25,6,WNW,11.8,89,50,1008,11/9/2011
30,24,7,SSW,7.9,88,44,1009,11/10/2011
30,23,4,SSW,19.2,87,49,1011,11/11/2011
31,23,5,ESE,1,84,32,1012,11/12/2011
32,23,4,SE,5.1,83,17,1011,11/13/2011
32,24,4,SSW,4.9,84,18,1011,11/14/2011
31,23,4,S,2.2,84,19,1010,11/15/2011
31,24,4,SSW,2.7,85,31,1009,11/16/2011
32,24,6,SSE,4.1,84,30,1008,11/17/2011
32,24,6,SSE,16.5,87,37,1009,11/18/2011
31,24,5,E,10.7,86,37,1010,11/19/2011
32,23,6,E,0.1,83,19,1011,11/20/2011
32,24,5,E,1.9,80,33,1010,11/21/2011
32,23,7,E,0.7,79,33,1009,11/22/2011
32,24,12,NE,3.6,80,24,1010,11/23/2011
31,23,9,E,3.1,79,20,1010,11/24/2011
29,23,8,ESE,2.1,85,47,1009,11/25/2011
32,23,6,SE,9.3,85,34,1008,11/26/2011
32,24,5,S,6.2,85,31,1008,11/27/2011
31,24,4,SSE,2.1,86,47,1008,11/28/2011
32,23,4,ESE,2.1,82,20,1009,11/29/2011
32,24,3,SE,1.4,83,17,1009,11/30/2011
32,24,4,WSW,0.3,81,23,1008,12/1/2011
31,23,7,E,3,81,15,1009,12/2/2011
30,23,4,S,3.8,84,17,1009,12/3/2011
30,21,4,SSW,0.1,82,25,1010,12/4/2011
30,22,5,NW,0,76,42,1010,12/5/2011
31,22,7,SSW,1.9,80,52,1010,12/6/2011
31,23,6,ESE,5.3,84,41,1009,12/7/2011
31,24,4,SE,2.4,83,62,1009,12/8/2011
31,24,9,NE,5.1,85,74,1010,12/9/2011
30,22,11,E,0.1,79,33,1010,12/10/2011
30,21,12,S,0,75,13,1010,12/11/2011
29,20,9,WSW,0,77,24,1011,12/12/2011
25,22,9,WSW,0.4,80,55,1011,12/13/2011
30,21,4,SE,10,86,57,1010,12/14/2011
32,23,5,SSE,2,81,30,1009,12/15/2011
33,23,5,E,2.4,79,29,1010,12/16/2011
32,23,9,ENE,0.1,76,14,1010,12/17/2011
31,22,10,ENE,0,74,10,1010,12/18/2011
32,21,11,SE,0,72,17,1009,12/19/2011
27,21,9,W,4.3,83,33,1009,12/20/2011
32,22,5,SE,5.2,80,38,1009,12/21/2011
32,24,4,ESE,0.5,80,21,1009,12/22/2011
32,24,6,E,1.5,79,33,1008,12/23/2011
31,23,9,NNE,0.2,73,36,1010,12/24/2011
30,20,7,ESE,0,73,9,1012,12/25/2011
29,20,7,WSW,0,75,19,1012,12/26/2011
31,22,5,SSW,1.1,78,43,1012,12/27/2011
29,24,6,SSE,0,82,33,1012,12/28/2011
30,23,6,SSE,0,72,39,1011,12/29/2011
32,24,5,E,1.5,74,48,1012,12/30/2011
29,24,5,ENE,0.6,77,48,1013,12/31/2011
32,23,7,E,1.8,76,35,1012,1/1/2012
31,24,7,E,1.3,78,26,1012,1/2/2012
30,23,6,SE,0.1,79,43,1012,1/3/2012
31,23,5,ESE,0.1,77,32,1013,1/4/2012
33,23,5,SE,0,76,18,1013,1/5/2012
33,23,6,S,0.4,74,16,1013,1/6/2012
31,23,8,ESE,0.6,72,47,1012,1/7/2012
31,22,7,ENE,0,68,43,1013,1/8/2012
32,22,8,SE,0.4,67,49,1012,1/9/2012
30,23,8,ESE,0.1,71,36,1011,1/10/2012
28,24,8,ESE,0.4,75,46,1011,1/11/2012
32,23,8,SE,3.1,75,32,1010,1/12/2012
32,24,7,E,2.6,75,43,1010,1/13/2012
33,24,10,E,2.7,71,37,1008,1/14/2012
32,24,11,ESE,2.1,72,31,1007,1/15/2012
33,24,10,ESE,4.3,75,43,1007,1/16/2012
32,24,10,ESE,9.3,77,56,1007,1/17/2012
32,24,11,ESE,19.3,78,55,1008,1/18/2012
32,24,12,SE,4.8,77,27,1009,1/19/2012
33,24,11,SE,0.3,74,19,1009,1/20/2012
33,23,9,SE,0,68,17,1009,1/21/2012
33,23,6,ESE,3,70,16,1010,1/22/2012
32,23,5,S,2.6,72,26,1010,1/23/2012
34,24,6,SSW,1.8,72,14,1010,1/24/2012
33,24,6,SE,4.3,74,20,1010,1/25/2012
32,23,6,SSE,0.1,71,34,1010,1/26/2012
33,24,4,ESE,1.9,70,27,1009,1/27/2012
31,24,7,SW,3.5,75,55,1009,1/28/2012
32,24,9,ESE,16.5,77,48,1009,1/29/2012
33,24,9,E,4,73,48,1010,1/30/2012
34,24,7,ENE,4.4,72,27,1010,1/31/2012
34,24,7,E,1.5,70,20,1011,2/1/2012
34,25,7,ESE,3.9,69,28,1011,2/2/2012
33,26,6,SE,0,71,11,1012,2/3/2012
33,24,5,ESE,0.7,68,26,1011,2/4/2012
35,25,8,ESE,0.8,66,22,1011,2/5/2012
34,24,8,SSE,0.9,71,26,1010,2/6/2012
34,24,7,SSE,1.6,72,21,1010,2/7/2012
35,24,10,SE,1.5,72,18,1011,2/8/2012
34,24,7,ESE,0,70,15,1011,2/9/2012
34,24,7,SE,5.2,69,15,1011,2/10/2012
35,25,7,SSE,1.4,67,21,1010,2/11/2012
34,25,6,ESE,0.3,67,24,1011,2/12/2012
33,24,6,SSE,4.3,68,33,1011,2/13/2012
34,24,6,S,0,68,24,1010,2/14/2012
34,24,7,SSW,0,70,20,1009,2/15/2012
34,24,5,S,0.6,76,35,1008,2/16/2012
33,24,5,SE,36.5,76,55,1008,2/17/2012
32,24,11,E,3.6,73,25,1009,2/18/2012
32,22,9,ENE,0.8,66,32,1010,2/19/2012
33,22,6,SSE,0.1,64,21,1008,2/20/2012
33,25,6,SSE,19.7,75,46,1007,2/21/2012
32,25,13,SE,9.9,77,32,1008,2/22/2012
35,24,10,SE,0,74,12,1007,2/23/2012
36,24,9,SE,0,74,26,1007,2/24/2012
35,25,10,SE,1,73,24,1007,2/25/2012
35,25,10,SE,4.1,73,26,1007,2/26/2012
35,25,10,ESE,2,69,15,1008,2/27/2012
35,25,9,SE,2,66,19,1008,2/28/2012
35,25,9,E,5,70,31,1008,3/1/2012
37,26,12,ESE,0,65,8,1007,3/2/2012
36,25,14,ESE,0,62,9,1007,3/3/2012
34,25,12,SE,0,63,8,1008,3/4/2012
36,25,13,SE,0,68,18,1007,3/5/2012
35,26,12,SE,0.1,71,21,1007,3/6/2012
35,25,11,SE,6.7,71,38,1005,3/7/2012
35,26,12,SE,6.8,71,31,1006,3/8/2012
36,25,11,SE,0,70,26,1006,3/9/2012
36,25,13,ESE,0,61,12,1007,3/10/2012
37,26,9,E,1.6,57,22,1008,3/11/2012
37,27,7,E,1.7,56,13,1010,3/12/2012
37,27,7,SE,0.1,55,21,1010,3/13/2012
38,27,7,ESE,0,55,13,1010,3/14/2012
37,27,7,S,1.8,59,33,1010,3/15/2012
37,26,8,SE,7.6,67,26,1009,3/16/2012
36,26,11,SE,0,63,11,1010,3/17/2012
36,25,12,SE,0,64,10,1010,3/18/2012
36,25,9,SE,2.9,66,38,1010,3/19/2012
36,25,7,S,12.9,69,28,1010,3/20/2012
35,26,8,SSE,9.9,70,46,1010,3/21/2012
34,25,11,SSE,2.8,70,33,1010,3/22/2012
35,26,6,SSE,14.4,72,35,1011,3/23/2012
35,26,8,SE,6.1,69,30,1011,3/24/2012
36,26,8,WSW,1.3,65,40,1010,3/25/2012
36,27,6,S,1.1,63,20,1011,3/26/2012
37,27,5,SSE,1,60,19,1011,3/27/2012
37,26,6,SSW,1.5,60,23,1011,3/28/2012
37,27,8,W,0,57,7,1010,3/29/2012
37,27,6,SE,0.9,63,21,1009,3/30/2012
36,26,11,SSE,29.8,68,49,1009,3/31/2012
24,23,17,W,90.6,90,85,1008,4/1/2012
31,24,10,SSE,33.5,83,63,1011,4/2/2012
33,25,13,SE,0.7,76,29,1013,4/3/2012
34,25,13,SE,0,72,13,1013,4/4/2012
35,25,10,SE,0,71,15,1011,4/5/2012
34,26,11,SE,0.2,70,13,1011,4/6/2012
35,26,11,SE,0.2,67,10,1010,4/7/2012
36,26,8,ESE,1.7,65,26,1010,4/8/2012
37,26,11,ESE,0.1,61,16,1010,4/9/2012
37,27,10,ESE,0.1,62,26,1010,4/10/2012
36,27,11,SE,19.6,66,39,1009,4/11/2012
35,27,11,SE,2.3,69,33,1009,4/12/2012
35,26,12,SE,4,68,19,1009,4/13/2012
35,26,12,SE,5.8,68,23,1009,4/14/2012
35,26,13,SE,0,69,18,1009,4/15/2012
36,27,10,SE,0,68,15,1008,4/16/2012
36,27,11,SE,0,70,23,1007,4/17/2012
36,26,12,SSE,0.2,68,17,1007,4/18/2012
36,26,10,SSE,0,64,14,1008,4/19/2012
38,27,9,SSE,0.8,62,31,1008,4/20/2012
35,28,8,S,14.4,64,30,1008,4/21/2012
35,28,8,SSE,28.8,71,36,1008,4/22/2012
35,26,8,SE,9.2,72,17,1008,4/23/2012
35,27,9,SSE,10.5,70,20,1008,4/24/2012
34,27,9,SSW,17.4,71,28,1008,4/25/2012
36,28,9,SSW,16.3,73,32,1008,4/26/2012
32,27,8,SW,10.8,77,57,1008,4/27/2012
35,26,7,SSW,13.9,71,30,1008,4/28/2012
34,27,6,SSW,22.8,77,45,1008,4/29/2012
35,26,6,SSW,22.1,75,28,1007,4/30/2012
35,27,9,S,1.3,72,17,1007,5/1/2012
35,27,10,S,1.9,71,24,1008,5/2/2012
34,27,8,SSW,8.6,71,34,1007,5/3/2012
36,27,8,SW,7,68,14,1006,5/4/2012
35,27,10,WSW,4,71,14,1006,5/5/2012
36,27,8,SW,16.9,75,31,1007,5/6/2012
33,26,7,SSW,33.2,80,64,1007,5/7/2012
34,26,7,SSW,6,77,42,1008,5/8/2012
34,27,7,SW,6.8,74,23,1009,5/9/2012
35,26,7,WSW,10.7,72,18,1009,5/10/2012
34,27,9,SSW,11.4,76,18,1007,5/11/2012
33,27,9,SW,20.1,77,24,1006,5/12/2012
34,26,10,WSW,31,80,47,1005,5/13/2012
34,26,9,W,12.7,80,37,1006,5/14/2012
29,26,10,WSW,17.8,85,68,1007,5/15/2012
28,25,7,WSW,6.6,85,58,1005,5/16/2012
31,25,9,SSW,12.7,83,45,1006,5/17/2012
33,25,10,S,3.5,79,30,1008,5/18/2012
34,27,8,S,2.4,77,42,1009,5/19/2012
35,27,10,WSW,2.8,73,20,1007,5/20/2012
35,26,11,WSW,2.5,71,23,1007,5/21/2012
34,27,11,WSW,5.8,75,29,1007,5/22/2012
33,27,12,WSW,5.8,76,36,1006,5/23/2012
32,26,11,SW,16.2,81,39,1006,5/24/2012
32,26,10,SW,14.2,84,59,1006,5/25/2012
32,26,9,SW,12.5,81,67,1007,5/26/2012
32,26,9,WSW,5.1,78,50,1008,5/27/2012
34,26,11,WSW,16.8,76,58,1008,5/28/2012
33,26,9,WSW,14.6,75,46,1007,5/29/2012
35,26,9,W,7,76,30,1007,5/30/2012
34,26,8,WNW,21.5,78,37,1006,5/31/2012
33,26,8,NW,36.6,84,52,1005,6/1/2012
33,26,7,WNW,44.1,86,58,1005,6/2/2012
32,26,10,WSW,63.8,86,40,1004,6/3/2012
33,26,12,WSW,13.5,82,47,1005,6/4/2012
31,26,12,WSW,9.3,81,49,1004,6/5/2012
31,26,12,WSW,15.1,85,62,1003,6/6/2012
31,26,12,SSW,13.2,85,55,1004,6/7/2012
31,25,11,SSW,16.6,85,52,1006,6/8/2012
32,26,10,SSW,8.9,84,46,1008,6/9/2012
32,26,11,SW,10.2,80,31,1008,6/10/2012
32,26,11,SW,20.2,80,22,1008,6/11/2012
30,25,11,SW,26.7,83,32,1008,6/12/2012
33,25,10,W,2,79,26,1008,6/13/2012
33,26,13,WSW,3.3,77,22,1007,6/14/2012
32,25,15,WSW,9.3,81,28,1005,6/15/2012
32,25,15,WSW,8.5,78,23,1005,6/16/2012
29,25,12,WSW,5.1,83,41,1007,6/17/2012
32,25,15,WSW,6.8,78,48,1008,6/18/2012
32,25,14,WSW,2,78,46,1007,6/19/2012
32,25,14,WSW,16.6,79,27,1007,6/20/2012
33,25,11,W,1.3,78,25,1008,6/21/2012
34,25,9,W,3.7,76,18,1008,6/22/2012
34,26,10,WSW,4.5,78,18,1007,6/23/2012
33,25,12,WSW,20.9,81,24,1008,6/24/2012
34,25,11,WSW,11,79,22,1008,6/25/2012
34,25,11,WSW,2.1,75,20,1008,6/26/2012
33,25,13,WSW,30.9,80,46,1008,6/27/2012
33,25,12,WSW,11.5,80,63,1007,6/28/2012
32,25,10,WSW,24.5,82,47,1006,6/29/2012
28,25,10,WSW,24.4,90,74,1006,6/30/2012
31,24,10,WSW,7.2,85,63,1006,7/1/2012
32,25,8,WSW,2.7,81,43,1006,7/2/2012
32,25,9,W,21.4,84,43,1004,7/3/2012
31,25,11,WSW,9.6,85,51,1003,7/4/2012
30,25,13,SW,34.8,84,64,1004,7/5/2012
31,26,10,SW,20.1,84,56,1006,7/6/2012
32,25,8,SSW,13.6,84,56,1006,7/7/2012
32,26,8,SW,6.2,82,48,1006,7/8/2012
33,25,8,SSW,0.8,82,32,1007,7/9/2012
33,25,7,WSW,7,81,51,1007,7/10/2012
32,25,7,WSW,11.7,87,68,1007,7/11/2012
30,24,8,SSW,39.8,91,65,1008,7/12/2012
31,24,8,SW,7.2,87,48,1008,7/13/2012
32,24,7,SW,3.1,83,35,1008,7/14/2012
33,25,8,WSW,0.4,78,22,1008,7/15/2012
34,25,7,WSW,6.3,80,30,1008,7/16/2012
33,26,8,WSW,9.4,83,39,1007,7/17/2012
32,26,9,WSW,8.1,85,52,1007,7/18/2012
32,25,10,W,3.5,82,39,1007,7/19/2012
32,25,9,WSW,16.9,83,63,1008,7/20/2012
32,25,11,WSW,3,84,48,1008,7/21/2012
32,25,14,WSW,4.2,83,42,1006,7/22/2012
33,25,16,WSW,0.5,77,15,1004,7/23/2012
32,25,16,WSW,12.6,79,22,1005,7/24/2012
33,25,13,WSW,4.4,76,36,1008,7/25/2012
33,25,9,SW,4,77,23,1008,7/26/2012
32,24,10,WSW,13.8,81,47,1007,7/27/2012
30,25,9,WSW,8.4,88,65,1008,7/28/2012
27,24,14,W,3.7,88,94,1009,7/29/2012
30,25,15,W,1.9,80,57,1008,7/30/2012
32,24,16,W,1.7,73,39,1007,7/31/2012
29,25,16,WSW,8.2,83,54,1007,8/1/2012
30,24,14,W,9.5,81,45,1007,8/2/2012
32,24,14,W,8,78,36,1007,8/3/2012
33,24,13,W,3.7,76,30,1007,8/4/2012
34,25,14,WSW,0.7,74,24,1007,8/5/2012
34,25,16,WSW,0.6,73,20,1007,8/6/2012
33,26,17,WSW,2.6,74,19,1008,8/7/2012
31,25,11,WSW,3.5,81,52,1007,8/8/2012
33,25,12,SW,5.1,75,27,1007,8/9/2012
34,25,12,SW,4.3,75,20,1008,8/10/2012
34,24,10,WSW,4.2,74,23,1009,8/11/2012
34,26,11,WSW,5.7,73,29,1008,8/12/2012
34,26,14,WSW,4.3,74,29,1007,8/13/2012
34,25,13,WSW,14.4,77,29,1007,8/14/2012
33,25,11,WSW,11.1,80,38,1007,8/15/2012
33,25,11,WSW,11.9,81,38,1006,8/16/2012
32,25,12,WSW,16.6,84,35,1005,8/17/2012
31,25,10,SW,9.6,84,40,1007,8/18/2012
33,25,8,SW,1.3,79,32,1008,8/19/2012
33,25,7,WSW,5,77,36,1007,8/20/2012
33,25,8,WSW,14,80,41,1007,8/21/2012
32,26,10,WSW,14.9,82,46,1007,8/22/2012
32,26,6,SW,36.6,86,44,1007,8/23/2012
32,25,9,SW,24.6,84,40,1007,8/24/2012
32,25,8,SW,28.3,86,54,1009,8/25/2012
32,25,9,WSW,17,85,55,1008,8/26/2012
30,25,10,WSW,26.1,87,46,1007,8/27/2012
31,25,12,SW,10.1,85,37,1008,8/28/2012
31,25,9,WSW,5.6,83,34,1010,8/29/2012
33,24,8,W,8.6,81,19,1009,8/30/2012
31,25,10,WSW,8.3,85,35,1008,8/31/2012
29,25,8,WSW,3.5,88,46,1008,9/1/2012
30,24,12,WSW,3.4,88,44,1007,9/2/2012
31,24,9,WSW,3.2,85,48,1007,9/3/2012
30,24,9,WSW,39.8,87,57,1006,9/4/2012
31,26,7,WSW,37.2,89,55,1006,9/5/2012
30,25,10,SSW,11.7,89,71,1008,9/6/2012
30,25,8,SSW,2.2,85,61,1010,9/7/2012
33,25,6,W,5.1,79,33,1010,9/8/2012
33,25,5,WNW,18.6,81,48,1009,9/9/2012
34,26,6,W,25.9,80,46,1008,9/10/2012
31,25,8,WSW,17.1,86,69,1009,9/11/2012
31,25,10,WSW,25.6,86,57,1009,9/12/2012
26,25,9,WSW,3.6,93,70,1009,9/13/2012
30,24,10,WSW,18.7,86,65,1007,9/14/2012
29,24,8,WSW,22.8,91,80,1007,9/15/2012
28,24,11,SW,13.2,90,79,1009,9/16/2012
31,24,9,SW,24.3,86,55,1010,9/17/2012
32,24,7,SW,12.3,84,35,1009,9/18/2012
32,25,7,SW,16.9,84,39,1009,9/19/2012
32,25,5,SW,7.6,87,60,1009,9/20/2012
31,24,8,SW,18.2,87,50,1009,9/21/2012
31,25,10,SW,31,88,50,1008,9/22/2012
30,25,10,WSW,21.4,89,51,1007,9/23/2012
31,25,9,SW,28.3,88,50,1006,9/24/2012
30,25,6,SW,15.3,89,62,1006,9/25/2012
33,24,5,SSE,5.3,86,61,1007,9/26/2012
30,24,8,WSW,7.2,90,69,1008,9/27/2012
27,24,8,WSW,15.5,94,73,1009,9/28/2012
28,23,5,WSW,2.8,92,69,1009,9/29/2012
31,24,4,WSW,37.4,89,63,1009,9/30/2012
31,25,4,SSE,38,90,59,1010,10/1/2012
30,25,6,SW,32,92,78,1011,10/2/2012
30,24,5,SSW,16.8,90,58,1009,10/3/2012
31,24,8,WSW,4.7,88,44,1008,10/4/2012
30,25,7,WSW,16.9,90,68,1009,10/5/2012
29,25,9,WNW,11.1,89,59,1009,10/6/2012
30,24,7,SW,28.1,89,72,1008,10/7/2012
31,24,8,SE,6.6,86,35,1009,10/8/2012
32,24,5,SSE,7.5,83,39,1009,10/9/2012
33,25,6,W,8.2,82,15,1009,10/10/2012
33,24,5,SW,3.2,82,23,1009,10/11/2012
33,24,5,S,2.5,82,27,1009,10/12/2012
33,24,6,SSE,4.2,81,32,1010,10/13/2012
33,24,6,SE,2.1,83,31,1011,10/14/2012
33,24,8,SE,1.7,81,19,1012,10/15/2012
33,25,6,ESE,7.3,83,27,1012,10/16/2012
34,25,6,ESE,3.9,81,30,1011,10/17/2012
34,24,6,E,0.7,78,14,1011,10/18/2012
33,25,6,ESE,0.4,78,19,1010,10/19/2012
34,24,6,E,0.8,78,20,1010,10/20/2012
34,25,6,E,4.2,77,16,1010,10/21/2012
32,25,4,E,4.2,84,59,1009,10/22/2012
32,25,7,E,12.8,84,63,1009,10/23/2012
33,24,5,ESE,2,82,29,1008,10/24/2012
33,25,5,ESE,2.7,80,31,1008,10/25/2012
36,24,5,W,0,77,23,1007,10/26/2012
33,24,6,S,2.2,81,20,1007,10/27/2012
32,24,8,SE,1.2,82,34,1009,10/28/2012
34,24,7,SE,8.9,82,24,1008,10/29/2012
33,25,6,E,11.3,81,21,1008,10/30/2012
33,25,8,E,6,81,14,1009,10/31/2012
33,25,5,ESE,3.7,82,37,1010,11/1/2012
33,24,6,E,22.2,85,46,1009,11/2/2012
33,25,6,ESE,4.1,82,30,1009,11/3/2012
33,25,6,SE,13.2,83,27,1009,11/4/2012
33,25,4,E,16.5,84,30,1010,11/5/2012
32,24,5,SSE,1.5,85,34,1010,11/6/2012
34,25,4,E,1.4,80,20,1009,11/7/2012
34,25,6,ESE,0.3,78,22,1008,11/8/2012
34,25,7,E,2.6,79,11,1009,11/9/2012
34,24,6,SSE,3.5,79,22,1009,11/10/2012
32,26,9,ESE,13.5,80,36,1009,11/11/2012
33,25,7,SE,1.3,79,18,1010,11/12/2012
33,24,5,SSE,1,80,18,1009,11/13/2012
29,23,10,SSE,9.8,87,56,1008,11/14/2012
26,23,9,NNW,7.8,94,68,1009,11/15/2012
30,24,7,SSE,4.2,90,65,1009,11/16/2012
32,24,11,SE,2.9,86,34,1010,11/17/2012
32,24,10,ESE,5.7,83,34,1010,11/18/2012
33,24,7,E,0.4,81,27,1010,11/19/2012
32,25,7,ESE,1.5,80,21,1010,11/20/2012
33,25,6,E,15.6,81,35,1010,11/21/2012
33,25,7,ESE,12.9,81,30,1009,11/22/2012
33,25,9,ESE,4.5,79,32,1009,11/23/2012
33,25,12,ESE,0.7,77,19,1010,11/24/2012
33,24,12,E,0.1,76,10,1011,11/25/2012
33,24,11,ESE,1,76,9,1010,11/26/2012
33,25,10,E,4.1,78,18,1010,11/27/2012
34,24,12,E,0,75,9,1010,11/28/2012
33,24,11,ESE,0,74,6,1009,11/29/2012
33,24,11,ESE,0,74,7,1009,11/30/2012
35,24,9,ESE,0,75,10,1010,12/1/2012
33,24,7,E,0.5,74,39,1010,12/2/2012
33,25,7,SE,0,74,14,1010,12/3/2012
33,25,5,SE,5.3,76,38,1010,12/4/2012
36,24,6,SSE,0,74,15,1010,12/5/2012
33,24,6,WSW,0,76,21,1010,12/6/2012
33,25,6,SW,12.5,79,35,1010,12/7/2012
33,24,5,S,2.2,80,17,1010,12/8/2012
33,24,4,SSE,0.3,78,31,1010,12/9/2012
33,24,6,SW,0.4,76,26,1010,12/10/2012
34,24,6,W,0.2,78,17,1010,12/11/2012
33,24,5,ESE,2.7,78,24,1010,12/12/2012
33,25,5,ENE,10,77,37,1010,12/13/2012
34,25,7,E,5.3,75,20,1011,12/14/2012
33,26,9,E,0.2,74,19,1011,12/15/2012
34,25,8,E,0.2,73,19,1010,12/16/2012
37,25,9,ESE,0,71,3,1010,12/17/2012
34,24,8,ESE,0.2,71,22,1010,12/18/2012
35,25,7,E,0.2,68,18,1009,12/19/2012
34,25,4,SE,0,68,10,1009,12/20/2012
34,26,8,E,5.5,70,16,1009,12/21/2012
35,25,6,ESE,1.1,69,21,1008,12/22/2012
29,24,9,E,1.9,75,37,1011,12/23/2012
31,23,8,ENE,0,67,46,1011,12/24/2012
31,22,7,S,0,67,23,1009,12/25/2012
33,24,5,SE,0,69,18,1008,12/26/2012
35,25,4,E,0,70,12,1008,12/27/2012
35,25,4,W,0,71,29,1007,12/28/2012
34,26,8,E,1.1,71,34,1007,12/29/2012
35,26,5,ENE,4.5,73,29,1008,12/30/2012
33,25,6,SE,0,70,25,1009,12/31/2012
33,24,4,SE,0,69,15,1010,1/1/2013
34,24,3,SE,0.3,68,23,1010,1/2/2013
34,25,3,SSE,5.2,68,27,1011,1/3/2013
32,25,4,WSW,0.5,70,33,1009,1/4/2013
29,22,5,SSW,0,72,32,1008,1/5/2013
26,22,8,SE,8.8,84,86,1009,1/6/2013
27,23,8,NNE,17,91,62,1009,1/7/2013
31,23,7,SSE,1.7,82,40,1010,1/8/2013
33,24,5,SSW,4.3,78,40,1009,1/9/2013
32,24,7,S,8.1,81,40,1010,1/10/2013
33,24,6,SSW,2.8,75,21,1011,1/11/2013
33,24,6,WSW,0,71,12,1011,1/12/2013
33,23,6,SE,0.1,73,12,1011,1/13/2013
32,23,7,E,0.9,74,19,1012,1/14/2013
33,23,7,ENE,0.1,72,27,1012,1/15/2013
33,23,6,ESE,0,67,8,1013,1/16/2013
32,22,6,S,0,65,18,1013,1/17/2013
32,22,6,ESE,0,63,22,1013,1/18/2013
33,22,6,SE,0,64,12,1013,1/19/2013
34,23,6,SE,0,65,36,1013,1/20/2013
35,25,7,E,0,64,23,1013,1/21/2013
34,24,9,E,8,68,34,1013,1/22/2013
33,24,8,ESE,1.2,71,29,1012,1/23/2013
33,24,8,SE,0,70,21,1012,1/24/2013
33,23,9,SE,0.1,70,32,1012,1/25/2013
33,24,9,ESE,0,68,15,1012,1/26/2013
33,23,9,ESE,0,67,15,1013,1/27/2013
33,24,7,ESE,0,66,19,1013,1/28/2013
33,24,8,SE,0,67,21,1012,1/29/2013
35,24,9,E,0,61,43,1013,1/30/2013
35,24,9,ESE,0,62,31,1013,1/31/2013
35,24,8,S,0,62,27,1013,2/1/2013
35,24,6,SE,0,56,23,1012,2/2/2013
36,25,12,E,0,56,23,1010,2/3/2013
36,26,12,ESE,0,58,21,1012,2/4/2013
36,25,10,SE,0,62,30,1012,2/5/2013
35,25,8,ESE,0,66,26,1011,2/6/2013
36,25,7,SSE,0,69,17,1010,2/7/2013
36,24,10,SE,2.2,71,22,1010,2/8/2013
36,24,11,ESE,0.2,65,14,1011,2/9/2013
35,25,7,ESE,0,60,12,1011,2/10/2013
35,25,7,SE,0,59,21,1010,2/11/2013
37,25,9,E,0,60,11,1010,2/12/2013
37,24,8,E,0,55,20,1009,2/13/2013
37,26,8,E,0.6,58,33,1009,2/14/2013
38,25,10,ESE,0.4,60,11,1009,2/15/2013
37,25,9,E,0.3,56,15,1009,2/16/2013
39,25,9,ESE,0,55,7,1009,2/17/2013
38,25,11,ESE,0,56,2,1008,2/18/2013
37,24,11,ESE,0,60,7,1008,2/19/2013
36,24,7,ESE,0,60,15,1009,2/20/2013
36,24,5,S,0,55,27,1009,2/21/2013
26,24,8,SW,14.5,75,55,1010,2/22/2013
33,23,9,NNE,0.8,69,39,1010,2/23/2013
36,25,8,ENE,2.5,63,39,1009,2/24/2013
36,26,11,E,0.1,60,12,1010,2/25/2013
37,26,13,E,0,56,22,1010,2/26/2013
37,26,16,ESE,0,58,9,1009,2/27/2013
37,25,15,ESE,0,64,11,1009,2/28/2013
37,25,13,SE,0,67,21,1010,3/1/2013
37,25,14,SE,0,64,11,1011,3/2/2013
39,25,10,ESE,0.2,62,15,1012,3/3/2013
37,26,6,E,4.8,59,25,1012,3/4/2013
39,25,7,E,1.2,57,12,1013,3/5/2013
37,26,8,SE,0,55,13,1012,3/6/2013
36,26,9,SSE,0,58,20,1012,3/7/2013
36,26,7,S,0,57,12,1011,3/8/2013
37,25,10,SE,0,59,14,1011,3/9/2013
36,25,11,SE,0,64,22,1011,3/10/2013
37,25,12,SE,0,65,26,1011,3/11/2013
36,25,12,SE,0,64,29,1011,3/12/2013
37,25,8,SSE,0.3,66,48,1011,3/13/2013
37,25,12,SE,0.1,67,27,1012,3/14/2013
38,26,10,ESE,2.5,65,37,1012,3/15/2013
38,26,10,ESE,0,61,23,1012,3/16/2013
37,26,10,SE,2.3,65,28,1011,3/17/2013
37,26,10,SSE,1,67,34,1009,3/18/2013
37,26,12,SE,0.1,67,35,1009,3/19/2013
36,26,11,SSE,0,64,19,1010,3/20/2013
38,25,10,SSE,0,65,25,1009,3/21/2013
37,26,13,SE,0,63,27,1009,3/22/2013
37,26,10,SE,1.8,64,35,1009,3/23/2013
38,27,9,SSE,12.3,65,42,1008,3/24/2013
37,27,9,SSE,8.7,67,29,1007,3/25/2013
35,27,12,SSE,10.4,67,31,1008,3/26/2013
36,27,10,SE,2.9,67,28,1008,3/27/2013
36,27,12,SE,3.5,67,21,1009,3/28/2013
36,27,11,SE,2.6,66,30,1009,3/29/2013
37,26,12,SE,0,66,28,1008,3/30/2013
37,27,11,SE,3.9,67,34,1009,3/31/2013
38,28,12,SE,0.1,64,28,1009,4/1/2013
39,28,11,ESE,0.4,64,31,1009,4/2/2013
37,27,11,SE,10.4,67,30,1008,4/3/2013
36,28,10,SSE,12.6,69,28,1007,4/4/2013
35,28,10,S,10.6,70,32,1006,4/5/2013
38,29,9,SSW,6.3,65,26,1005,4/6/2013
36,29,9,SSE,11.9,70,20,1005,4/7/2013
35,28,12,SE,8.8,69,28,1008,4/8/2013
34,28,9,SE,3.2,71,26,1008,4/9/2013
35,28,10,ESE,7.9,68,38,1009,4/10/2013
